eventid,iyear,imonth,iday,extended,country_txt,region_txt,provstate,city,latitude,longitude,specificity,vicinity,summary,success,suicide,attacktype1_txt,targtype1_txt,gname,motive,individual,nperps,nperpcap,weaptype1_txt,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte
1.97006E+11,1970,6,29,0,United States,North America,Iowa,Des Moines,41.579662,-93.621506,1,0,"6/29/1970: Suspected members of the Black Panther Party bombed the Harvey Ingham Hall of Science at Drake University in Des Moines, Iowa, United States.  There were no casualties but the explosion caused an estimated $300,000 in damage to the building.",1,0,Bombing/Explosion,Educational Institution,Black Panthers,,0,-99,-99,Explosives,0,0,0,0,0,0
1.97006E+11,1970,6,29,0,United States,North America,Wisconsin,Whitefish Bay,43.118461,-87.902289,1,0,"6/29/1970: Suspected revolutionary leftists threw a pipe bomb filled with gunpowder at the Whitefish Bay Bank & Trust Company in Whitefish Bay, Wisconsin, United States.  The bomb did not detonate.  This incident was believed to be linked to the many bombings in the Milwaukee, Wisconsin area during this time period.",0,0,Bombing/Explosion,Business,Left-Wing Militants,,0,-99,-99,Explosives,0,0,0,0,0,0
1.97006E+11,1970,6,30,0,United States,North America,New Jersey,Plainfield,40.617623,-74.417061,1,0,"6/30/1970: Two policemen, Robert M. Perry and Robert G. Beck, were shot by snipers in Plainfield, New Jersey, United States after responding to a fire at a vacant shop.  Officer Perry would eventually die from his injuries.  City officials believed that radical African Americans intentionally set the fire to lure the policemen into the area.  Firefighters fighting the blaze were also shot at.",1,0,Armed Assault,Police,Black Nationalists,To spark community wide turmoil,0,-99,-99,Firearms,1,1,0,1,1,0
1.97006E+11,1970,6,30,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,"6/30/1970: In a series of four related attack, unknown perpetrators placed multiple incendiary devices throughout the Woolworth's store on 34th street in Manhattan, New York, United States.  There were no casualties and the firebombs caused only minor damage to the building and merchandise.",1,0,Facility/Infrastructure Attack,Business,Unknown,,0,-99,-99,Incendiary,0,0,0,0,0,0
1.97006E+11,1970,6,30,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,"6/30/1970: In a series of four related attack, unknown perpetrators placed multiple incendiary devices throughout the Woolworth's store on 86th street and 3rd Avenue in Manhattan, New York, United States.  There were no casualties and the firebombs caused only minor damage to the building and merchandise.",1,0,Facility/Infrastructure Attack,Business,Unknown,,0,-99,-99,Incendiary,0,0,0,0,0,0
1.97006E+11,1970,6,30,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,"6/30/1970: In a series of four related attack, unknown perpetrators placed multiple incendiary devices throughout the Woolworth's store on Broadway Avenue in Manhattan, New York, United States.  There were no casualties and the firebombs caused only minor damage to the building and merchandise.",1,0,Facility/Infrastructure Attack,Business,Unknown,,0,-99,-99,Incendiary,0,0,0,0,0,0
1.97006E+11,1970,6,30,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,"6/30/1970: In a series of four related attack, unknown perpetrators placed multiple incendiary devices throughout a Grand Union supermarket in Manhattan, New York, United States.  There were no casualties and the firebombs caused only minor damages.",1,0,Facility/Infrastructure Attack,Business,Unknown,,0,-99,-99,Incendiary,0,0,0,0,0,0
1.97007E+11,1970,7,0,0,United States,North America,Wisconsin,Wauwatosa,43.074701,-88.008394,1,0,"7/0/1970: An unexploded bomb was discovered at Honeywell Incorporated in Wauwatosa, Wisconsin, United States.  This incident was believed to be linked to the many bombings perpetrated by revolutionary leftists in the Milwaukee, Wisconsin area during this time period.",0,0,Bombing/Explosion,Business,Left-Wing Militants,,0,-99,-99,Explosives,0,0,0,0,0,0
1.97007E+11,1970,7,0,0,United States,North America,Massachusetts,Boston,42.290156,-71.04897,1,0,"7/0/1970: Unknown perpetrators set a fire at St. Ann's Church in Boston, Massachusetts, United States.  There were no casualties but the blaze caused $5,000 in damages.  This is believed to be part of a campaign to scare Whites out of the Dorchester area.",1,0,Facility/Infrastructure Attack,Religious Figures/Institutions,Black Nationalists,To scare White Catholic residents of the Dorchester out of the area,0,-99,-99,Incendiary,0,0,0,0,0,0
1.97007E+11,1970,7,1,0,Brazil,South America,Rio de Janeiro,Rio de Janeiro,-22.908278,-43.197026,1,0,,0,0,Hijacking,Airports & Aircraft,Unknown,,0,4,,Unknown,0,0,0,0,0,0
1.97007E+11,1970,7,1,0,United States,North America,District of Columbia,Washington,38.908642,-77.015381,1,0,"7/1/1970: Members of the Revolutionary Force Seven threw a pipe bomb through the back door of the Inter-American Defense Board building in Washington D.C., United States.  There were no casualties but the chauffeur room and a bathroom were damaged.",1,0,Bombing/Explosion,Private Citizens & Property,Revolutionary Force Seven,To protest the policies of the Organization of American States,0,-99,-99,Explosives,0,0,0,0,0,0
1.97007E+11,1970,7,1,0,United States,North America,California,Berkeley,37.874043,-122.280022,1,0,"7/1/1970: Unknown perpetrators bombed a classroom in the University of California's Center for East Asian Studies in Berkeley, California, United States.  There were no casualties but the building sustained $7,000 in damages.",1,0,Bombing/Explosion,Educational Institution,Student Radicals,,0,-99,-99,Explosives,0,0,0,0,0,0
1.97007E+11,1970,7,2,0,United States,North America,District of Columbia,Washington,38.908642,-77.015381,1,0,,1,0,Bombing/Explosion,Government (Diplomatic),Revolutionary Force Seven,,0,,,Explosives,0,,,0,,
1.97007E+11,1970,7,2,0,United States,North America,District of Columbia,Washington,38.908642,-77.015381,1,0,,1,0,Bombing/Explosion,Government (Diplomatic),Revolutionary Force Seven,,0,,,Explosives,0,,,0,,
1.97007E+11,1970,7,2,0,United States,North America,District of Columbia,Washington,38.908642,-77.015381,1,0,,1,0,Bombing/Explosion,Government (Diplomatic),Revolutionary Force Seven,,0,,,Explosives,0,,,0,,
1.97007E+11,1970,7,2,0,United States,North America,District of Columbia,Washington,38.908642,-77.015381,1,0,,1,0,Bombing/Explosion,Government (Diplomatic),Revolutionary Force Seven,,0,,,Explosives,0,,,0,,
1.97007E+11,1970,7,2,0,United States,North America,Nebraska,Omaha,41.260675,-95.940469,1,0,"7/2/1970: Suspected Black Panthers bombed the Components Concept Corporation, a Black-owned business in Omaha, Nebraska, United States.  There were no casualties but the building was destroyed and equipment within the building was damaged.",1,0,Bombing/Explosion,Business,Black Panthers,To protest Blacks supporting the establishment.,0,-99,-99,Explosives,0,0,0,0,0,0
1.97007E+11,1970,7,2,0,United States,North America,California,Compton,33.895285,-118.224329,1,0,"7/2/1970: Tommy L. Harper, an African American, was killed when a bomb that he was carrying prematurely exploded when he was one hundred feet away from the Compton Police Station in California, United States.  It is suspected that he was attempting to bomb the police station.  Windows were shattered at a building and automobile that were in the vicinity of the explosion.",0,0,Bombing/Explosion,Police,Black Nationalists,,0,1,0,Explosives,1,1,1,0,0,0
1.97007E+11,1970,7,3,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,"7/3/1970: Unknown perpetrators placed a bomb outside of the apartment of New York State Supreme Court Justice Jawn A. Sandifer in Manhattan, New York, United States.  The bomb was discovered inside a shopping bag at the door of the apartment by a maintenance employee and subsequently dismantled by the bomb squad.  Justice Sandifer and his family were vacationing in New Jersey at the time of the incident.",0,0,Bombing/Explosion,Private Citizens & Property,White supremacists/nationalists,,0,-99,-99,Explosives,0,0,0,0,0,0
1.97007E+11,1970,7,3,0,United States,North America,Washington,Seattle,47.610786,-122.331306,1,0,"7/3/1970: Unknown perpetrators bombed the University Federal Savings and Loan Building in Seattle, Washington, United States.  There were no casualties but the building sustained $3,000 in damages.",1,0,Bombing/Explosion,Business,Seattle Liberation Front,,0,-99,-99,Explosives,0,0,0,0,0,0
1.97007E+11,1970,7,4,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,,1,0,Bombing/Explosion,Business,Unknown,,0,,,Explosives,0,,,0,,
1.97007E+11,1970,7,4,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,"7/4/1970: Gerard Malloy tossed a Molotov cocktail at an Army truck stationed at Fort Hamilton in New York, United States.  There were no casualties but the vehicle was badly damaged.",1,0,Facility/Infrastructure Attack,Military,Left-Wing Militants,To protest the Vietnam War,0,1,1,Incendiary,0,0,0,0,0,0
1.97007E+11,1970,7,4,0,United States,North America,Texas,Longview,32.50064,-94.741075,1,0,"7/4/1970: Fred Loyd Hayes and Kenneth Ray McMaster placed twenty seven nitroglycerine explosives underneath buses stationed at the Longview school district maintenance yard in Longview, Texas, United States.  Attached to a common detonator, the bombs exploded simultaneously, damaging a total of thirty three buses at a cost of around $100,000.  There were no casualties.  Hayes and McMaster carried out the bombing to prevent the busing of African Americans to recently desegregated schools.",1,0,Bombing/Explosion,Educational Institution,White supremacists/nationalists,To prevent the busing of African American students to the desegregated school in the Longview School District,0,2,2,Explosives,0,0,0,0,0,0
1.97007E+11,1970,7,4,0,United States,North America,Ohio,Akron,41.084195,-81.514059,1,0,"7/4/1970: Unknown perpetrators threw a pipe bomb through the garage window of Ben Maidenburg's house in Akron, Ohio, United States.  Maidenburg was the publisher of the Akron Beacon Journal.  There were no casualties but the blast caused $10,000 in damages.",1,0,Bombing/Explosion,Private Citizens & Property,Unknown,To protest the reporting of the Akron Beacon Journal,0,-99,-99,Explosives,0,0,0,0,0,0
1.97007E+11,1970,7,4,0,United States,North America,New York,Long Beach,40.5894,-73.666354,1,0,"7/4/1970: Unknown perpetrators bombed the Long Beach Democratic Committee headquarters in Long Beach, New York, United States.  There were no casualties and it is unknown if the headquarters sustained any damages.",1,0,Bombing/Explosion,Private Citizens & Property,Unknown,,0,-99,-99,Explosives,0,0,0,0,0,0
1.97007E+11,1970,7,4,0,United States,North America,California,San Francisco,37.755363,-122.443352,1,0,"7/4/1970: Two youths were hired by Frank Thurber, a member of a union affiliated with the striking Typographical Union, shot and killed Allan W. Daly at his home in San Francisco, California, United States.  Daly was a non-striking member of the San Rafael Independent Journal.",1,0,Assassination,Private Citizens & Property,Strikers,To protest non-participants in the San Rafael Independent Journal strike,0,3,3,Firearms,0,0,0,1,1,0
1.97007E+11,1970,7,5,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,"7/5/1970: Unknown perpetrators placed a total of eleven firebombs underneath five police radio cars in the parking lot of a police station in Queens, New York United States.  The firebombs, which failed to explode due to faulty fuses, were discovered by a patrolman on security duty and were removed.",0,0,Bombing/Explosion,Police,Black Nationalists,,0,-99,-99,Explosives,0,0,0,0,0,0
1.97007E+11,1970,7,7,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,,1,0,Bombing/Explosion,Private Citizens & Property,"Weather Underground, Weathermen",,0,,,Explosives,0,,,0,,
1.97007E+11,1970,7,7,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,,0,0,Bombing/Explosion,Government (Diplomatic),Unknown,,0,,,Explosives,0,,,0,,
1.97007E+11,1970,7,7,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,,1,0,Bombing/Explosion,Business,Unknown,,0,,,Explosives,0,,,0,,
1.97007E+11,1970,7,7,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,,1,0,Bombing/Explosion,Government (Diplomatic),Unknown,,0,,,Explosives,0,,,0,,
1.97007E+11,1970,7,8,0,United States,North America,Alabama,Oneonta,33.948315,-86.472939,1,0,"7/8/1970: Gaylen Alexander and Billy Joel Oglesby detonated an explosive device in a dynamite warehouse owned by the Atlas Powder Company in Oneonta, Alabama, United States.  The blast ignited two-thousand cases of dynamite stored at the warehouse destroying the building.  There were no casualties but windows were shattered at buildings within an eight mile radius of the warehouse.",1,0,Bombing/Explosion,Business,Unknown,,0,2,-99,Explosives,0,0,0,0,0,0
1.97007E+11,1970,7,8,0,United States,North America,California,Petaluma,38.232471,-122.644448,1,0,"7/8/1970: Unknown perpetrators threw a Molotov Cocktail into a home that housed two printers for the strike-bound San Rafael Independent Journal in Petaluma, California, United States.  Six people escaped from the house without injury but the interior of the house was damaged.",1,0,Facility/Infrastructure Attack,Journalists & Media,Strikers,To protest individuals not participating in the strike of the San Rafael Independent Journal,0,-99,-99,Incendiary,0,0,0,0,0,0
1.97007E+11,1970,7,9,0,West Germany (FRG),Western Europe,Bavaria,Munich,48.139126,11.580186,1,0,,1,0,Facility/Infrastructure Attack,Government (General),Unknown,,0,,,Incendiary,,,,,,
1.97007E+11,1970,7,9,0,United States,North America,Illinois,Des Plaines,42.039274,-87.859977,1,0,"7/9/1970: Unknown perpetrators set a fire in the Selective Service office in Des Plaines, Illinois, United States.  The fire, however, extinguished itself and only a desk and table were destroyed.",1,0,Facility/Infrastructure Attack,Government (General),Left-Wing Militants,To protest and sabotage the draft,0,-99,-99,Incendiary,0,0,0,0,0,0
1.97007E+11,1970,7,10,0,Colombia,South America,Caldas,Manizales,5.059097,-75.50596,2,0,,1,0,Hostage Taking (Kidnapping),Government (General),Unknown,,0,,,Unknown,,,,,,
1.97007E+11,1970,7,11,0,Guatemala,Central America & Caribbean,Unknown,Unknown,,,5,0,,1,0,Hostage Taking (Kidnapping),Business,Rebel Armed Forces of Guatemala (FAR),,0,,,Unknown,,,,,,
1.97007E+11,1970,7,11,0,United States,North America,Massachusetts,New Bedford,41.637675,-70.930869,1,0,"7/11/1970: Unknown White perpetrators fired shotgun blasts indiscriminately into a crowd of African American youths in New Bedford, Massachusetts, United States.  Lester Lima was killed and Kim Holland, Randall Robinson, and Gordon Ribiro were wounded.  This attack sparked widespread rioting by the African American community of New Bedford.",1,0,Armed Assault,Private Citizens & Property,White supremacists/nationalists,Intimidate the African American community of New Bedford Massachusetts.,0,-99,-99,Firearms,1,1,0,3,3,0
1.97007E+11,1970,7,12,0,United States,North America,California,Palo Alto,37.424305,-122.143913,1,0,,0,0,Bombing/Explosion,Business,Unknown,,0,,,Explosives,0,,,0,,
1.97007E+11,1970,7,14,0,United States,North America,Illinois,Chicago,41.842602,-87.681229,1,0,"7/14/1970: Unknown perpetrators threw two Molotov cocktails and bricks into the Tri-City Human Relations Council building in Chicago, Illinois, United States.  There were no casualties and the building sustained only minor damages.  The council was involved in an anti-discrimination lawsuit against various housing developers and real estate brokers in Chicago.",1,0,Facility/Infrastructure Attack,NGO,Black Nationalists,Protesting the multiple housing discrimination lawsuits that the Tri-Cities Human Relations Council was involved with.,0,-99,-99,Incendiary,0,0,0,0,0,0
1.97007E+11,1970,7,14,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,"7/14/1970: Unknown perpetrators firebombed a Marine Corp Recruiting Booth in New York City, United States. There were no casualties and it is unknown if the recruiting booth sustained any damages.",1,0,Facility/Infrastructure Attack,Military,Left-Wing Militants,Protest the draft and the US military,0,-99,-99,Incendiary,0,0,0,0,0,0
1.97007E+11,1970,7,16,0,United States,North America,Illinois,Chicago,41.842602,-87.681229,1,0,"7/16/1970: The offices of the Southeast Community Organization of Chicago, Illinois, United States were firebombed by unknown perpetrators.  There were no casualties and it is unknown if the building sustained any damages.  This incident took place two days after the Tri-City Human Relations Council building in Chicago was firebombed.",1,0,Facility/Infrastructure Attack,NGO,White supremacists/nationalists,,0,-99,-99,Incendiary,0,0,0,0,0,0
1.97007E+11,1970,7,16,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,"7/16/1970: Unknown perpetrators firebombed a Marine Corps Recruiting Office in Brooklyn, New York, United States.  There were no casualties and it is unknown if the recruiting office sustained any damages.",1,0,Facility/Infrastructure Attack,Military,Left-Wing Militants,Protest the draft and the US military,0,-99,-99,Incendiary,0,0,0,0,0,0
1.97007E+11,1970,7,16,0,United States,North America,Minnesota,St. Paul,44.943829,-93.093326,1,1,"7/16/1970: Unknown perpetrators firebombed the Dakota County Selective Service Office in St. Paul, Minnesota, United States.  There were no casualties and it is unknown if the Selective Service office sustained any damages.",1,0,Facility/Infrastructure Attack,Government (General),Left-Wing Militants,To protest and sabotage the draft,0,-99,-99,Incendiary,0,0,0,0,0,0
1.97007E+11,1970,7,17,0,United States,North America,Illinois,Chicago,41.842602,-87.681229,1,0,"7/17/1970: Chicago police officers Tony Rizzato and James Severin were killed by snipers while patrolling an open area at the Mother Cabrini Homes project in Chicago, Illinois, United States.  Two African Americans, Johnnie Veal and George Knights, were convicted of the murders.",1,0,Armed Assault,Police,Black Nationalists,To kill police,0,2,2,Firearms,2,2,0,0,0,0
1.97007E+11,1970,7,18,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,"7/18/1970: Unknown perpetrators bombed the Broadway Savings Bank in Manhattan, New York, United States.  There were no casualties but windows and glass doors were shattered.",1,0,Bombing/Explosion,Business,Left-Wing Militants,,0,-99,-99,Explosives,0,0,0,0,0,0
1.97007E+11,1970,7,20,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,"7/20/1970: Suspected Black nationalists firebombed the Crown Heights Jewish Community Council in Brooklyn, New York, United States.  There were no casualties, however, the building was heavily damaged.",1,0,Facility/Infrastructure Attack,NGO,Black Nationalists,To protest the Jewish agency's operations in a predominantly Black community.,0,3,-99,Incendiary,0,0,0,0,0,0
1.97007E+11,1970,7,21,1,Bolivia,South America,Unknown,Unknown,,,5,0,,1,0,Hostage Taking (Kidnapping),Business,Ejercito de Liberacion Nacional (Bolivia),,0,5,,Unknown,0,,,0,,
1.97007E+11,1970,7,21,0,United States,North America,California,San Diego,32.715695,-117.161719,1,0,,1,0,Bombing/Explosion,Business,Unknown,,0,,,Explosives,0,,,0,,
1.97007E+11,1970,7,21,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,"7/21/1970: Two cars being prepared for delivery to the New York Police Department were bombed in Queens, New York, United States.  There were no casualties, but both cars sustained damages.  A crudely made Vietcong flag was discovered at the scene.",1,0,Bombing/Explosion,Police,Left-Wing Militants,Protest the War in Vietnam,0,-99,-99,Explosives,0,0,0,0,0,0
1.97007E+11,1970,7,21,0,United States,North America,Wisconsin,Milwaukee,43.064388,-87.966202,1,0,"7/21/1970: Suspected revolutionary leftists  bombed a truck at the South Side Reserve Headquarters in Milwaukee, Wisconsin, United States.  There were no casualties but the blast caused minor damage.  There were many other bombings in the Milwaukee area during this time period.",1,0,Bombing/Explosion,Business,Left-Wing Militants,,0,-99,-99,Explosives,0,0,0,0,0,0
1.97007E+11,1970,7,22,0,Greece,Western Europe,Attica,Athens,37.99749,23.762728,1,0,,1,0,Hijacking,Airports & Aircraft,Arabs,,0,6,,Firearms,0,0,0,0,0,0
1.97007E+11,1970,7,22,0,United States,North America,Wisconsin,Milwaukee,43.064388,-87.966202,1,0,"7/22/1970: Suspected revolutionary leftists bombed a fuel line at the Wisconsin Petroleum Terminal Corporation in Jones Island, Wisconsin, United States.  There were no casualties but twelve thousand gallons of fuel oil leaked out of the pipe and around eighteen windows on the premises were shattered.  There were many other bombings in the Milwaukee, Wisconsin area during this time period.",1,0,Bombing/Explosion,Utilities,Left-Wing Militants,,0,-99,-99,Explosives,0,0,0,0,0,0
1.97007E+11,1970,7,22,0,United States,North America,New Jersey,Camden,39.933449,-75.106743,1,0,"7/22/1970: Unknown perpetrators firebombed an Army Recruiting Trailer in Camden, New Jersey, United States.  There were no casualties and it is unknown if the trailer was damaged.",1,0,Facility/Infrastructure Attack,Military,Left-Wing Militants,Protest the draft and the US military,0,-99,-99,Incendiary,0,0,0,0,0,0
1.97007E+11,1970,7,23,1,Nicaragua,Central America & Caribbean,Managua,Managua,12.103822,-86.267014,1,0,,1,0,Hostage Taking (Kidnapping),Business,Sandinista National Liberation Front (FSLN),,0,4,,Unknown,0,,,0,,
1.97007E+11,1970,7,23,0,United States,North America,California,Los Angeles,34.097866,-118.407379,1,0,"7/23/1970: Unknown perpetrators, located on the Grove-Shafter Freeway, threw a bomb at the California Highway Patrol office in Oakland, California, United States.  The bomb landed fifty feet away from the building and created a small hole in the ground.",1,0,Bombing/Explosion,Government (General),Left-Wing Militants,,0,-99,-99,Explosives,0,0,0,0,0,0
1.97007E+11,1970,7,24,0,Brazil,South America,Pernambuco,Recife,-8.048021,-34.876338,1,0,,0,0,Hostage Taking (Kidnapping),Government (Diplomatic),Unknown,,0,3,,Unknown,0,,,0,,
1.97007E+11,1970,7,24,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,"7/24/1970: Members of the Jewish Defense League failed in their attempts to firebomb a Black Community Center in Brooklyn, New York, United States.  This incident occurred four days after the Crown Heights Jewish Community Council in Brooklyn was firebombed by suspected African American militants.",0,0,Facility/Infrastructure Attack,NGO,Jewish Defense League (JDL),Revenge for the firebombing of a Jewish Community Center in Brooklyn,0,-99,-99,Incendiary,0,0,0,0,0,0
1.97007E+11,1970,7,26,0,United States,North America,Missouri,St. Louis,38.62774,-90.199514,1,0,,1,0,Assassination,Business,Unknown,,0,,,Explosives,1,1,,0,0,
1.97007E+11,1970,7,26,0,United States,North America,Wisconsin,Sparta,43.939135,-90.820369,1,0,,1,0,Bombing/Explosion,Military,American Servicemen's Union (ASU),,0,,,Explosives,0,,,0,,
1.97007E+11,1970,7,27,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,,1,0,Bombing/Explosion,Business,"Weather Underground, Weathermen",,0,,,Explosives,0,,,0,,
1.97007E+11,1970,7,26,0,United States,North America,Wisconsin,Sparta,43.939135,-90.820369,1,0,,1,0,Bombing/Explosion,Utilities,American Servicemen's Union (ASU),,0,3,,Explosives,0,,,0,,
1.97007E+11,1970,7,26,0,United States,North America,Wisconsin,Sparta,43.939135,-90.820369,1,0,,1,0,Bombing/Explosion,Telecommunication,American Servicemen's Union (ASU),,0,3,,Explosives,0,,,0,,
1.97007E+11,1970,7,27,0,United States,North America,California,San Francisco,37.755363,-122.443352,1,0,"7/27/1970: In a series of related attack, unknown perpetrators bombed the Armed Forces Police Station in San Francisco, California, United States.  There were no casualties but the bomb created a five inch hole in the office of the commanding officer and shattered windows at the army base.",1,0,Bombing/Explosion,Military,Left-Wing Militants,,0,-99,-99,Explosives,0,0,0,0,0,0
1.97007E+11,1970,7,27,0,United States,North America,California,San Francisco,37.755363,-122.443352,1,0,"7/27/1970: In a series of related attack, unknown perpetrators bombed a historic Nike missile located at the Army Presidio in San Francisco, California, United States.  There were no casualties but the bomb caused minor damages.",1,0,Bombing/Explosion,Military,Left-Wing Militants,,0,-99,-99,Explosives,0,0,0,0,0,0
1.97007E+11,1970,7,28,1,Uruguay,South America,Montevideo,Montevideo,-34.891151,-56.187214,1,0,,1,0,Hostage Taking (Kidnapping),Government (General),Tupamaros (Uruguay),,0,4,,Unknown,0,,,0,,
1.97007E+11,1970,7,28,0,United States,North America,Texas,Houston,29.813822,-95.365295,1,0,,1,0,Bombing/Explosion,Business,Unknown,,0,,,Explosives,0,,,0,,
1.97007E+11,1970,7,28,0,Spain,Western Europe,Navarre,Pamplona,42.815372,-1.653616,1,0,,1,0,Bombing/Explosion,Journalists & Media,GAC,,0,,,Explosives,,,,,,
1.97007E+11,1970,7,30,0,United States,North America,California,Alameda,37.774422,-122.275475,1,0,,1,0,Bombing/Explosion,Government (General),"Weather Underground, Weathermen",,0,,,Explosives,0,,,0,,
1.97007E+11,1970,7,30,0,United States,North America,Illinois,Chicago,41.842602,-87.681229,1,0,,0,0,Bombing/Explosion,Utilities,Black Panthers,,0,1,,Explosives,0,,,0,,
1.97007E+11,1970,7,31,1,Uruguay,South America,Montevideo,Montevideo,-34.891151,-56.187214,1,0,,1,0,Hostage Taking (Kidnapping),Government (Diplomatic),Tupamaros (Uruguay),,0,5,,Unknown,,,,,,
1.97007E+11,1970,7,31,1,Uruguay,South America,Montevideo,Montevideo,-34.891151,-56.187214,1,0,,1,0,Hostage Taking (Kidnapping),Government (Diplomatic),Tupamaros (Uruguay),,0,,,Unknown,0,,,0,,
1.97007E+11,1970,7,31,1,Uruguay,South America,Montevideo,Montevideo,-34.891151,-56.187214,1,0,,1,0,Hostage Taking (Kidnapping),Government (General),Tupamaros (Uruguay),,0,4,,Unknown,1,,,0,,
1.97007E+11,1970,7,31,0,Argentina,South America,Buenos Aires,Garin,-34.422436,-58.737755,1,0,,1,0,Armed Assault,Private Citizens & Property,Revolutionary Armed Forces- Argentina (FAR-A),,0,22,,Firearms,0,,,0,,
1.97007E+11,1970,7,31,0,United States,North America,North Carolina,Charlotte,35.2225,-80.837539,1,0,"7/31/1970: Unknown perpetrators fired shotgun blasts at the house of the first African American family to move into a White neighborhood in Charlotte,North Carolina, United States.  There were no casualties but it is uknown if the house was damaged.",1,0,Armed Assault,Private Citizens & Property,White supremacists/nationalists,To scare the African American family into leaving neighborhood and to intimidate future African American families from moving into the neighborhood.,0,-99,-99,Firearms,0,0,0,0,0,0
1.97008E+11,1970,8,0,0,Netherlands,Western Europe,North Holland,Amsterdam,52.370216,4.895168,1,0,,1,0,Armed Assault,Government (Diplomatic),South Moluccans,,0,,,Firearms,,,,,,
1.97008E+11,1970,8,1,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,,1,0,Bombing/Explosion,Business,"Weather Underground, Weathermen",,0,,,Explosives,0,,,0,,
1.97008E+11,1970,8,1,0,Belgium,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,,0,0,Bombing/Explosion,Government (Diplomatic),Croatian Nationalists,,0,,,Explosives,0,,,0,,
1.97008E+11,1970,8,2,0,United States,North America,California,Berkeley,37.874043,-122.280022,1,0,"8/2/1970: Unknown perpetrators taped a bomb to a police car driven by Officer Robert F. Maloney in Berkeley, California, United States.  The bomb exploded, rupturing the gasoline tank, and sending flames twenty five feet up into the air.  Officer Maloney was able to escape the vehicle unharmed but the car was destroyed.",1,0,Bombing/Explosion,Police,Black Nationalists,,0,-99,-99,Explosives,0,0,0,0,0,0
1.97008E+11,1970,8,5,0,United States,North America,Wisconsin,Milwaukee,43.064388,-87.966202,1,0,"8/5/1970: Suspected revolutionary leftists bombed a research laboratory of the Wisconsin Motors Division of Continental Motors Corporation in Milwaukee, United States.  There were no casualties but the bomb caused $10,000 in damages to the laboratory.  There were many other bombings in the Milwaukee area during this time period.",1,0,Bombing/Explosion,Business,Left-Wing Militants,,0,-99,-99,Explosives,0,0,0,0,0,0
1.97008E+11,1970,8,6,0,Argentina,South America,Tucuman,San Miguel de Tucuman,-26.808285,-65.21759,1,0,,1,0,Assassination,Police,Unknown,,0,,,Firearms,1,,,0,,
1.97008E+11,1970,8,6,0,United States,North America,California,Placentia,33.871124,-117.861401,1,0,,1,0,Bombing/Explosion,Business,Unknown,,0,,,Explosives,0,,,0,,
1.97008E+11,1970,8,6,0,United States,North America,California,San Jose,37.338475,-121.885794,1,0,"8/6/1970: Police Officer Richard Huerta was shot dead by Emile Thompson, a Black nationalist, while he was sitting in his car writing out a traffic ticket in San Jose, California, United Station.",1,0,Armed Assault,Police,Black Nationalists,To kill police,0,1,1,Firearms,1,1,0,0,0,0
1.97008E+11,1970,8,7,0,East Germany (GDR),Eastern Europe,Berlin,Berlin,52.50153,13.401851,1,0,,1,0,Bombing/Explosion,Government (General),SFT,,0,,,Explosives,,,,,,
1.97008E+11,1970,8,7,0,United States,North America,Maryland,Dundalk,39.26931,-76.503519,1,0,"8/7/1970: Unknown perpetrators threw a Molotov cocktail through the door window of a Selective Service Office in Dundalk, Maryland, United States.  There were no casualties but the damages to the building and draft records amounted to about $600.",1,0,Facility/Infrastructure Attack,Government (General),Left-Wing Militants,Protest and sabotage the draft,0,-99,-99,Incendiary,0,0,0,0,0,0
1.97008E+11,1970,8,7,0,United States,North America,California,San Rafael,37.97457,-122.532474,1,0,,1,0,Hostage Taking (Kidnapping),Government (General),Jonathan Jackson Brigade,,0,,,Firearms,4,4,,2,2,
1.97008E+11,1970,8,9,0,Argentina,South America,Santa Fe,Santa Fe,-31.632368,-60.699359,1,0,,1,0,Armed Assault,Business,Peronist Armed Forces (FAP),,0,5,,Firearms,,,,,,
